"tourney_id","tourney_name","tourney_ioc","surface","draw_size","tourney_level","tourney_date","match_num","winner_id","winner_seed","winner_entry","winner_name","winner_hand","winner_ht","winner_ioc","winner_age","loser_id","loser_seed","loser_entry","loser_name","loser_hand","loser_ht","loser_ioc","loser_age","score","best_of","round","minutes","w_ace","w_df","w_svpt","w_1stIn","w_1stWon","w_2ndWon","w_SvGms","w_bpSaved","w_bpFaced","l_ace","l_df","l_svpt","l_1stIn","l_1stWon","l_2ndWon","l_SvGms","l_bpSaved","l_bpFaced","winner_rank","winner_rank_points","loser_rank","loser_rank_points","tourney_date_num","w_w_14d","w_l_14d","l_w_14d","l_l_14d","w_w_28d","w_l_28d","l_w_28d","l_l_28d","mins_so_far_w","mins_so_far_l","rank_difference","rank_points_difference","winner_ioc_home_adv","winner_ioc_home_disadv","age_difference","age_mean_difference","winner_odds","loser_odds","winner_odds_prob","loser_odds_prob"
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,279,105882,"","","Stefano Travaglia","R",185,"ITA",30.1327857632,105967,"","","Henri Laaksonen","R",185,"SUI",29.8754277892,"6-2 6-7(5) 7-6(1)",3,"R32",145,13,2,103,58,47,27,16,4,5,14,1,113,57,41,29,16,10,13,119,604,84,797,406,2,1,0,1,2,1,0,1,0,0,-35,-193,0,0,0.257357974000001,0.257357974000001,2.32,1.59,0.406649616368286,0.593350383631713
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,280,104542,"","WC","Jo-Wilfried Tsonga","R",188,"FRA",36.8295687885,104468,"","WC","Gilles Simon","R",183,"FRA",37.1334702259,"6-2 6-4",3,"R32",70,11,1,50,36,29,9,9,1,1,2,1,49,31,21,8,9,2,5,243,245,132,537,406,1,2,1,1,1,2,1,1,0,0,-111,-292,0,0,-0.3039014374,-0.3039014374,1.61,2.29,0.587179487179487,0.412820512820513
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,282,126128,"","Q","Roman Safiullin","R",NA,"RUS",24.5229295003,200615,"7","","Alexei Popyrin","R",196,"AUS",22.5297741273,"6-7(5) 6-4 7-6(3)",3,"R32",160,13,2,106,65,53,25,17,4,5,12,9,118,78,62,14,17,1,3,163,392,66,955,406,0,0,0,2,0,0,0,2,0,0,-97,-563,0,0,1.993155373,-1.993155373,2.16,1.68,0.4375,0.5625
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,283,207830,"","Q","Tomas Machac","R",NA,"CZE",21.3388090349,106000,"","Q","Damir Dzumhur","R",172,"BIH",29.7385352498,"1-6 6-3 6-1",3,"R32",97,6,3,85,60,37,13,12,7,10,1,3,63,39,26,10,11,2,6,115,621,140,492,406,0,0,2,1,0,0,2,1,0,0,25,129,0,0,-8.3997262149,3.54996072867949,1.47,2.38,0.618181818181818,0.381818181818182
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,284,200384,"","","Hugo Gaston","L",NA,"FRA",21.3853524983,144895,"","","Corentin Moutet","L",178,"FRA",22.8254620123,"6-4 6-4",3,"R32",105,0,1,58,30,20,17,10,1,3,5,2,73,47,27,13,10,5,9,68,923,107,657,406,0,2,0,1,0,2,0,1,0,0,39,266,0,0,-1.440109514,1.440109514,2.87,1.41,0.329439252336449,0.670560747663551
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,286,126094,"2","","Andrey Rublev","R",188,"RUS",24.3203285421,104755,"","","Richard Gasquet","R",185,"FRA",35.6605065024,"4-6 6-3 7-6(3)",3,"R16",145,13,2,103,66,47,20,16,5,8,10,5,105,60,48,18,15,4,7,7,4700,76,852,406,3,1,3,1,3,1,3,1,0,103,69,3848,0,1,-11.3401779603,-5.35353003112051,1.13,5.91,0.839488636363636,0.160511363636364
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,287,106298,"","WC","Lucas Pouille","R",185,"FRA",27.9753593429,105430,"","","Radu Albot","R",175,"MDA",32.2600958248,"6-3 3-6 7-6(2)",3,"R16",141,12,7,101,55,41,21,15,5,9,2,3,95,63,44,13,15,3,7,154,440,97,708,406,1,1,2,1,1,1,2,1,137,129,-57,-268,1,0,-4.2847364819,-4.2847364819,2.08,1.75,0.456919060052219,0.543080939947781
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,288,106234,"4","","Aslan Karatsev","R",185,"RUS",28.4462696783,208029,"","","Holger Rune","R",NA,"DEN",18.7980835044,"6-3 7-6(1)",3,"R16",127,2,3,99,66,49,15,11,9,10,1,3,75,49,33,10,10,7,9,15,2633,90,742,406,0,2,1,2,0,2,1,2,0,123,75,1891,0,0,9.6481861739,-7.38295183067949,1.46,2.66,0.645631067961165,0.354368932038835
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,289,126127,"9","","Benjamin Bonzi","R",NA,"FRA",25.6837782341,105732,"","","Pierre Hugues Herbert","R",188,"FRA",30.9130732375,"6-4 6-3",3,"R16",86,5,2,60,29,24,19,10,2,2,2,4,60,27,22,15,9,4,6,69,919,109,636,406,1,1,2,1,1,1,2,1,97,114,40,283,0,0,-5.2292950034,-1.96954645822051,1.76,2.06,0.539267015706806,0.460732984293194
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,290,125802,"5","","Ilya Ivashka","R",193,"BLR",27.9726214921,105882,"","","Stefano Travaglia","R",185,"ITA",30.1327857632,"6-1 6-3",3,"R16",64,2,1,41,23,22,10,8,0,0,2,0,52,37,22,4,8,2,6,49,1154,119,604,406,2,2,3,1,2,2,3,1,102,145,70,550,0,0,-2.1601642711,-2.1601642711,1.32,3.13,0.703370786516854,0.296629213483146
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,291,200000,"3","","Felix Auger Aliassime","R",193,"CAN",21.5195071869,104542,"","WC","Jo-Wilfried Tsonga","R",188,"FRA",36.8295687885,"7-6(3) 6-2",3,"R16",103,7,4,67,40,33,15,10,0,1,5,4,64,27,20,18,10,7,10,9,4018,243,245,406,5,0,2,2,5,0,2,2,0,70,234,3773,0,1,-15.3100616016,-3.72177096202051,1.16,4.97,0.810766721044046,0.189233278955954
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,292,126128,"","Q","Roman Safiullin","R",NA,"RUS",24.5229295003,207830,"","Q","Tomas Machac","R",NA,"CZE",21.3388090349,"6-7(6) 6-4 7-6(4)",3,"R16",162,12,2,113,71,58,23,17,1,2,14,0,103,63,46,27,17,2,4,163,392,115,621,406,1,0,1,0,1,0,1,0,160,97,-48,-229,0,0,3.1841204654,-3.1841204654,2.41,1.56,0.392947103274559,0.607052896725441
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,293,126774,"1","","Stefanos Tsitsipas","R",193,"GRE",23.5099247091,200384,"","","Hugo Gaston","L",NA,"FRA",21.3853524983,"6-3 7-6(4)",3,"R16",89,13,2,63,43,38,11,11,0,1,6,1,70,41,29,16,10,2,4,4,7355,68,923,406,4,1,1,2,4,1,1,2,0,105,64,6432,0,1,2.1245722108,-2.1245722108,1.14,5.66,0.832352941176471,0.167647058823529
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,294,126094,"2","","Andrey Rublev","R",188,"RUS",24.3203285421,106298,"","WC","Lucas Pouille","R",185,"FRA",27.9753593429,"6-3 1-6 6-2",3,"QF",101,7,2,63,34,23,18,12,1,4,6,3,84,47,31,16,12,7,11,7,4700,154,440,406,4,1,2,1,4,1,2,1,145,278,147,4260,0,1,-3.6550308008,2.33161712837949,1.15,6.09,0.841160220994475,0.158839779005525
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,295,126127,"9","","Benjamin Bonzi","R",NA,"FRA",25.6837782341,106234,"4","","Aslan Karatsev","R",185,"RUS",28.4462696783,"6-1 6-3",3,"QF",76,6,0,41,24,21,13,8,2,2,3,3,62,38,23,7,8,4,8,69,919,15,2633,406,2,1,1,2,2,1,1,2,183,127,-54,-1714,1,0,-2.7624914442,0.497257100979493,2.47,1.57,0.388613861386139,0.611386138613861
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,296,200000,"3","","Felix Auger Aliassime","R",193,"CAN",21.5195071869,125802,"5","","Ilya Ivashka","R",193,"BLR",27.9726214921,"6-3 6-4",3,"QF",95,8,4,56,31,23,14,10,2,4,2,0,67,42,25,10,9,4,8,9,4018,49,1154,406,6,0,3,2,6,0,3,2,103,166,40,2864,0,0,-6.4531143052,5.13517633437949,1.24,4.32,0.776978417266187,0.223021582733813
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,297,126128,"","Q","Roman Safiullin","R",NA,"RUS",24.5229295003,126774,"1","","Stefanos Tsitsipas","R",193,"GRE",23.5099247091,"6-4 6-4",3,"QF",95,7,2,54,35,31,10,10,1,1,11,2,83,42,28,22,10,11,13,163,392,4,7355,406,2,0,5,1,2,0,5,1,322,89,-159,-6963,0,0,1.0130047912,-1.0130047912,6.22,1.14,0.154891304347826,0.845108695652174
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,298,126094,"2","","Andrey Rublev","R",188,"RUS",24.3203285421,126127,"9","","Benjamin Bonzi","R",NA,"FRA",25.6837782341,"6-3 4-6 6-3",3,"SF",111,9,2,97,69,52,11,14,5,7,3,1,81,48,35,15,14,3,7,7,4700,69,919,406,5,1,3,1,5,1,3,1,246,259,62,3781,0,1,-1.363449692,1.363449692,1.31,3.54,0.729896907216495,0.270103092783505
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,299,200000,"3","","Felix Auger Aliassime","R",193,"CAN",21.5195071869,126128,"","Q","Roman Safiullin","R",NA,"RUS",24.5229295003,"7-6(4) 7-6(5)",3,"SF",147,15,6,100,61,48,18,12,6,8,10,4,84,50,37,15,12,4,6,9,4018,163,392,406,7,0,3,0,7,0,3,0,198,417,154,3626,0,0,-3.0034223134,3.0034223134,1.17,5.24,0.817472698907956,0.182527301092044
"2022-0496","Marseille","FRA","Hard",32,"A",20220214,300,126094,"2","","Andrey Rublev","R",188,"RUS",24.3203285421,200000,"3","","Felix Auger Aliassime","R",193,"CAN",21.5195071869,"7-5 7-6(4)",3,"F",116,9,3,77,51,36,13,12,2,5,12,4,77,47,33,11,12,7,11,7,4700,9,4018,406,6,1,8,0,6,1,8,0,357,345,2,682,0,0,2.8008213552,-2.8008213552,2.42,1.6,0.398009950248756,0.601990049751244
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,271,202103,"","SE","Francisco Cerundolo","R",NA,"ARG",23.5071868583,105332,"","","Benoit Paire","R",196,"FRA",32.772073922,"6-3 4-6 6-2",3,"R32",128,3,5,77,46,31,16,13,4,7,9,6,124,55,34,31,14,11,17,100,698,52,1120,406,2,2,0,2,2,2,0,2,0,0,-48,-422,0,0,-9.2648870637,-1.6519557669205,1.44,2.88,0.666666666666667,0.333333333333333
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,272,200175,"","Q","Miomir Kecmanovic","R",183,"SRB",22.4585900068,200335,"","WC","Felipe Meligeni Alves","R",NA,"BRA",23.9863107461,"6-3 6-0",3,"R32",64,0,0,43,25,17,11,8,2,4,1,1,41,25,12,3,7,1,7,70,901,224,278,406,1,1,0,0,1,1,0,0,0,0,154,623,0,1,-1.5277207393,1.5277207393,1.24,4.21,0.772477064220183,0.227522935779816
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,273,132283,"6","","Lorenzo Sonego","R",191,"ITA",26.765229295,111513,"","","Laslo Djere","R",188,"SRB",26.7049965777,"6-2 6-0",3,"R32",69,3,0,39,26,22,7,7,1,1,0,2,46,27,10,9,7,1,6,21,2023,56,1076,406,3,2,0,1,3,2,0,1,0,0,35,947,0,0,0.0602327172999999,-0.0602327172999999,1.59,2.42,0.603491271820449,0.396508728179551
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,275,124079,"","","Pedro Martinez","R",NA,"ESP",24.8049281314,209992,"","WC","Juncheng Shang","U",NA,"CHN",17.0321697467,"6-3 6-4",3,"R32",102,2,4,72,47,35,15,10,3,3,2,1,51,32,21,9,9,2,4,62,1002,663,39,406,2,2,0,0,2,2,0,0,0,0,601,963,0,0,7.7727583847,-7.7727583847,1.11,7.1,0.864799025578563,0.135200974421437
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,276,104665,"","PR","Pablo Andujar","R",180,"ESP",36.0602327173,104655,"","PR","Pablo Cuevas","R",180,"URU",36.1204654346,"7-6(2) 7-5",3,"R32",129,4,0,9,9,9,0,2,0,0,13,0,16,16,13,0,3,3,3,74,875,104,680,406,1,1,0,1,1,1,0,1,0,0,30,195,0,0,-0.0602327172999964,-0.0602327172999964,1.45,2.8,0.658823529411765,0.341176470588235
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,277,105077,"8","","Albert Ramos","L",188,"ESP",34.0780287474,106228,"","Q","Juan Ignacio Londero","R",NA,"ARG",28.501026694,"6-3 6-4",3,"R32",86,7,2,53,36,25,9,9,0,1,3,6,62,37,26,7,10,3,7,33,1499,144,474,406,5,1,3,2,5,1,3,2,0,0,111,1025,0,0,5.5770020534,5.5770020534,1.63,2.31,0.586294416243655,0.413705583756345
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,278,105948,"","","Federico Coria","R",NA,"ARG",29.9356605065,106426,"5","","Cristian Garin","R",185,"CHI",25.711156742,"6-2 6-0",3,"R32",76,4,0,38,22,18,11,7,2,2,1,5,54,29,16,8,7,7,12,63,1001,19,2193,406,2,2,0,1,2,2,0,1,0,0,-44,-1192,0,0,4.2245037645,1.01951223512051,2.48,1.56,0.386138613861386,0.613861386138614
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,279,104269,"","PR","Fernando Verdasco","L",188,"ESP",38.250513347,105583,"","","Dusan Lajovic","R",180,"SRB",31.627652293,"7-6(4) 6-3",3,"R32",113,4,1,81,54,36,16,11,7,9,6,1,71,50,35,6,10,2,5,172,370,39,1346,406,2,2,1,1,2,2,1,1,0,0,-133,-976,0,0,6.622861054,6.622861054,2.21,1.69,0.433333333333333,0.566666666666667
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,280,104926,"","","Fabio Fognini","R",178,"ITA",34.7296372348,105487,"","","Facundo Bagnis","L",183,"ARG",31.9644079398,"6-2 6-4",3,"R32",73,4,1,50,37,31,7,9,2,2,7,2,55,36,25,8,9,3,6,38,1359,77,838,406,1,1,0,2,1,1,0,2,0,0,39,521,0,0,2.765229295,2.765229295,1.58,2.44,0.606965174129353,0.393034825870647
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,282,207989,"7","","Carlos Alcaraz","R",185,"ESP",18.7816563997,144719,"","","Jaume Munar","R",183,"ESP",24.7802874743,"2-6 6-2 6-1",3,"R32",135,2,3,84,53,33,17,12,10,13,1,1,67,45,25,10,11,4,9,29,1673,89,745,406,0,0,2,2,0,0,2,2,0,0,60,928,0,0,-5.9986310746,5.9986310746,1.32,3.48,0.725,0.275
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,283,105643,"","","Federico Delbonis","L",190,"ARG",31.3620807666,123755,"","Q","Daniel Elahi Galan","R",191,"COL",25.659137577,"3-6 6-3 6-2",3,"R32",113,4,1,72,45,32,17,13,2,4,0,0,71,53,36,7,13,4,8,37,1382,112,626,406,3,2,2,1,3,2,2,1,0,0,75,756,0,0,5.7029431896,2.39391333022051,1.69,2.22,0.567774936061381,0.432225063938619
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,284,106329,"","WC","Thiago Monteiro","L",183,"BRA",27.7097878166,202104,"","Q","Sebastian Baez","R",NA,"ARG",21.1307323751,"1-6 6-4 6-4",3,"R32",145,3,1,87,63,39,12,14,2,6,0,0,86,61,39,13,13,7,10,106,659,72,881,406,1,2,3,2,1,2,3,2,0,0,-34,-222,1,0,6.5790554415,-5.78678482167949,2.26,1.67,0.424936386768448,0.575063613231552
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,286,202103,"","SE","Francisco Cerundolo","R",NA,"ARG",23.5071868583,106148,"","LL","Roberto Carballes Baena","R",183,"ESP",28.8980150582,"6-3 6-2",3,"R16",80,2,2,50,31,27,10,9,0,1,0,3,43,22,13,8,8,1,5,100,698,78,835,406,3,2,2,2,3,2,2,2,128,0,-22,-137,0,0,-5.3908281999,2.22210309687949,0,0,0,0
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,287,200175,"","Q","Miomir Kecmanovic","R",183,"SRB",22.4585900068,132283,"6","","Lorenzo Sonego","R",191,"ITA",26.765229295,"7-5 6-4",3,"R16",101,1,0,57,38,27,15,11,0,1,5,0,64,52,33,6,11,5,8,70,901,21,2023,406,2,1,4,2,2,1,4,2,64,69,-49,-1122,0,0,-4.3066392882,4.3066392882,2.65,1.5,0.36144578313253,0.63855421686747
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,288,106043,"3","","Diego Schwartzman","R",170,"ARG",29.4976043806,124079,"","","Pedro Martinez","R",NA,"ESP",24.8049281314,"6-1 6-1",3,"R16",93,0,1,51,39,25,9,7,1,1,1,3,60,35,17,8,7,9,14,14,2655,62,1002,406,5,2,3,2,5,2,3,2,0,102,48,1653,0,0,4.6926762492,-0.324772501379492,1.44,2.82,0.661971830985915,0.338028169014085
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,289,104665,"","PR","Pablo Andujar","R",180,"ESP",36.0602327173,105077,"8","","Albert Ramos","L",188,"ESP",34.0780287474,"7-5 5-7 6-3",3,"R16",192,2,4,101,74,40,12,17,3,10,3,5,115,66,38,18,16,11,19,74,875,33,1499,406,2,1,6,1,2,1,6,1,129,86,-41,-624,0,0,1.98220396990001,1.98220396990001,2.6,1.52,0.368932038834951,0.631067961165049
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,290,105948,"","","Federico Coria","R",NA,"ARG",29.9356605065,104269,"","PR","Fernando Verdasco","L",188,"ESP",38.250513347,"7-6(2) 4-6 6-4",3,"R16",181,3,3,118,79,49,23,16,13,17,3,2,113,78,45,21,16,9,13,63,1001,172,370,406,3,2,3,2,3,2,3,2,76,113,109,631,0,0,-8.3148528405,-8.3148528405,1.48,2.72,0.647619047619048,0.352380952380952
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,291,104926,"","","Fabio Fognini","R",178,"ITA",34.7296372348,105807,"4","","Pablo Carreno Busta","R",188,"ESP",30.5954825462,"5-7 6-4 6-3",3,"R16",180,4,4,116,70,40,29,15,9,12,6,3,95,69,48,9,16,5,10,38,1359,18,2265,406,2,1,0,0,2,1,0,0,73,0,-20,-906,0,0,4.1341546886,4.1341546886,2.75,1.47,0.348341232227488,0.651658767772512
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,292,207989,"7","","Carlos Alcaraz","R",185,"ESP",18.7816563997,105643,"","","Federico Delbonis","L",190,"ARG",31.3620807666,"6-4 7-6(1)",3,"R16",109,2,3,66,42,29,15,11,0,2,2,1,64,40,27,11,11,2,5,29,1673,37,1382,406,1,0,4,2,1,0,4,2,135,113,8,291,0,0,-12.5804243669,4.48356784707949,1.08,6.1,0.84958217270195,0.15041782729805
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,293,126610,"1","","Matteo Berrettini","R",196,"ITA",25.8425735797,106329,"","WC","Thiago Monteiro","L",183,"BRA",27.7097878166,"6-4 6-7(6) 6-3",3,"R16",171,14,2,103,81,64,9,16,2,3,4,0,92,59,39,24,15,3,6,6,5018,106,659,406,0,0,2,2,0,0,2,2,0,145,100,4359,0,1,-1.8672142369,1.07494361707949,1.33,3.4,0.718816067653277,0.281183932346723
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,294,202103,"","SE","Francisco Cerundolo","R",NA,"ARG",23.5071868583,200175,"","Q","Miomir Kecmanovic","R",183,"SRB",22.4585900068,"5-7 6-2 6-4",3,"QF",137,7,7,106,53,38,28,15,9,12,3,1,81,50,30,17,15,3,8,100,698,70,901,406,4,2,3,1,4,2,3,1,208,165,-30,-203,0,0,1.0485968515,-1.0485968515,2.09,1.76,0.457142857142857,0.542857142857143
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,295,106043,"3","","Diego Schwartzman","R",170,"ARG",29.4976043806,104665,"","PR","Pablo Andujar","R",180,"ESP",36.0602327173,"7-6(3) 4-6 6-4",3,"QF",213,2,2,115,69,38,24,16,12,19,1,1,114,77,41,18,16,7,14,14,2655,74,875,406,6,2,3,1,6,2,3,1,93,321,60,1780,0,0,-6.5626283367,-6.5626283367,1.23,4.41,0.781914893617021,0.218085106382979
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,296,104926,"","","Fabio Fognini","R",178,"ITA",34.7296372348,105948,"","","Federico Coria","R",NA,"ARG",29.9356605065,"6-4 6-2",3,"QF",77,1,2,51,34,26,12,9,2,3,1,1,49,30,17,11,9,4,8,38,1359,63,1001,406,3,1,4,2,3,1,4,2,253,257,25,358,0,0,4.7939767283,4.7939767283,1.54,2.56,0.624390243902439,0.375609756097561
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,297,207989,"7","","Carlos Alcaraz","R",185,"ESP",18.7816563997,126610,"1","","Matteo Berrettini","R",196,"ITA",25.8425735797,"6-2 2-6 6-2",3,"QF",122,1,4,66,41,30,14,12,0,2,1,2,63,39,27,11,12,2,6,29,1673,6,5018,406,2,0,1,0,2,0,1,0,244,171,-23,-3345,0,0,-7.06091718,7.06091718,1.62,2.38,0.595,0.405
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,298,106043,"3","","Diego Schwartzman","R",170,"ARG",29.4976043806,202103,"","SE","Francisco Cerundolo","R",NA,"ARG",23.5071868583,"7-6(4) 6-3",3,"SF",122,1,1,80,52,34,15,10,7,9,3,2,70,53,34,8,11,4,8,14,2655,100,698,406,7,2,5,2,7,2,5,2,306,345,86,1957,0,0,5.9904175223,-1.62251377447949,1.44,2.81,0.661176470588235,0.338823529411765
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,299,207989,"7","","Carlos Alcaraz","R",185,"ESP",18.7816563997,104926,"","","Fabio Fognini","R",178,"ITA",34.7296372348,"6-2 7-5",3,"SF",105,0,3,76,52,35,13,10,5,6,1,2,68,35,22,15,10,6,10,29,1673,38,1359,406,3,0,4,1,3,0,4,1,366,330,9,314,0,0,-15.9479808351,1.11601137887949,1.29,3.6,0.736196319018405,0.263803680981595
"2022-6932","Rio de Janeiro","BRA","Clay",32,"A500",20220214,300,207989,"7","","Carlos Alcaraz","R",185,"ESP",18.7816563997,106043,"3","","Diego Schwartzman","R",170,"ARG",29.4976043806,"6-4 6-2",3,"F",86,1,0,50,34,26,6,9,2,4,0,2,49,31,15,7,9,1,6,29,1673,14,2655,406,4,0,8,2,4,0,8,2,471,428,-15,-982,0,0,-10.7159479809,6.34804423307949,1.33,3.23,0.708333333333333,0.291666666666667
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,270,100644,"2","","Alexander Zverev","R",198,"GER",24.8405201916,202385,"","","Jenson Brooksby","R",NA,"USA",21.3223819302,"3-6 7-6(10) 6-2",3,"R32",200,9,5,106,71,55,16,14,6,7,1,2,112,70,48,26,15,3,5,3,7515,47,1153,413,0,0,3,1,0,0,3,1,0,0,44,6362,0,0,3.5181382614,-3.5181382614,1.22,4.43,0.784070796460177,0.215929203539823
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,271,105376,"","LL","Peter Gojowczyk","R",185,"GER",32.605065024,206909,"","","Brandon Nakashima","R",NA,"USA",20.553045859,"6-4 6-4",3,"R32",88,3,5,68,35,22,18,10,4,6,3,6,64,41,27,9,10,3,7,95,705,75,830,413,0,2,2,2,0,2,2,2,0,0,-20,-125,0,0,12.052019165,-1.46919413037949,7.01,1.11,0.136699507389163,0.863300492610838
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,272,104545,"","","John Isner","R",206,"USA",36.8240930869,104269,"","WC","Fernando Verdasco","L",188,"ESP",38.2696783025,"7-5 6-7(4) 7-6(3)",3,"R32",193,29,1,115,81,63,19,18,4,5,3,6,124,77,59,25,18,5,7,23,1891,152,415,413,2,1,3,2,2,1,3,2,0,0,129,1476,0,0,-1.4455852156,-1.4455852156,1.3,3.63,0.73630831643002,0.26369168356998
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,273,111815,"6","","Cameron Norrie","L",188,"GBR",26.4996577687,127157,"","Q","Daniel Altmaier","R",NA,"GER",23.4442162902,"7-6(5) 6-2",3,"R32",110,5,1,66,45,32,12,10,5,7,10,3,66,38,27,7,10,4,8,12,3070,84,787,413,6,1,0,2,6,1,0,2,0,0,72,2283,0,0,3.0554414785,-3.0554414785,1.22,4.51,0.787085514834206,0.212914485165794
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,274,126774,"3","","Stefanos Tsitsipas","R",193,"GRE",23.5290896646,111513,"","","Laslo Djere","R",188,"SRB",26.7241615332,"7-6(7) 7-6(4)",3,"R32",133,2,4,73,41,31,23,12,1,3,7,8,97,56,44,17,12,6,8,4,6565,51,1076,413,5,2,0,2,5,2,0,2,0,0,47,5489,0,0,-3.1950718686,3.1950718686,1.08,8.24,0.88412017167382,0.11587982832618
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,275,200670,"","Q","J J Wolf","R",NA,"USA",23.1704312115,132283,"","","Lorenzo Sonego","R",191,"ITA",26.7843942505,"3-6 7-6(7) 6-2",3,"R32",176,9,0,97,58,38,25,14,5,7,14,3,120,78,53,18,15,8,11,209,289,21,1962,413,0,0,3,2,0,0,3,2,0,0,-188,-1673,0,0,-3.613963039,3.613963039,2.76,1.47,0.347517730496454,0.652482269503546
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,276,106218,"","","Marcos Giron","R",180,"USA",28.5804243669,105357,"","SE","John Millman","R",183,"AUS",32.6899383984,"7-6(3) 2-0 RET",3,"R32",93,3,2,58,32,23,11,7,3,5,3,0,58,36,22,9,7,6,9,59,990,80,818,413,4,2,3,2,4,2,3,2,0,0,21,172,0,0,-4.1095140315,-4.1095140315,1.75,2.12,0.547803617571059,0.452196382428941
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,277,105807,"8","","Pablo Carreno Busta","R",188,"ESP",30.6146475017,106214,"","Q","Oscar Otte","R",NA,"GER",28.6023271732,"6-2 6-4",3,"R32",76,2,1,53,37,28,11,9,3,3,8,4,56,31,23,10,9,6,9,17,2181,82,804,413,0,1,1,2,0,1,1,2,0,0,65,1377,0,0,2.0123203285,2.0123203285,1.35,3.31,0.710300429184549,0.289699570815451
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,278,126205,"","","Tommy Paul","R",185,"USA",24.7665982204,126610,"5","","Matteo Berrettini","R",196,"ITA",25.8617385352,"4-6 5-1 RET",3,"R32",69,3,0,44,24,19,13,8,3,4,3,2,49,31,22,10,8,6,8,39,1342,6,4928,413,2,1,1,1,2,1,1,1,0,0,-33,-3586,0,0,-1.0951403148,1.0951403148,3.36,1.34,0.285106382978723,0.714893617021277
"2022-0807","Acapulco","MEX","Hard",32,"A500",20220221,279,105583,"","","Dusan Lajovic","R",180,"SRB",31.6468172485,200624,"","","Sebastian Korda","R",196,"USA",21.6317590691,"6-4 4-6 7-5",3,"R32",162,2,1,114,76,42,18,16,11,18,7,9,115,66,40,15,16,15,23,46,1161,40,1306,413,1,2,2,1,1,2,2,1,0,0,-6,-145,0,0,10.0150581794,-1.34872869577949,4.57,1.2,0.207972270363951,0.792027729636049
